PID,TITLE,AUTHORS
W970114,Automatic Identification of Zero Pronouns and their Antecedents within Aligned Sentence Pairs,#HIROMI_NAKAIWA
W970115,Statistical Acquisition of Terminology Dictionary,#HUANG_XUANJING#WU_LIDE#WANG_WENXIN
W970116,Acquiring German Prepositional Subcategorization Frames from Corpora,#ERIKA_F_DE_LI
W970117,A Natural Language Correction Model for Continuous Speech Recognition,#TOMEK_STRZALKOWSKI#RONALD_BRANDOW
W970118,The Effects of Corpus Size and Homogeneity on Language Model Quality,#TONY_G_ROSE
W970119,Finding Terminology Translations from Non_parallel Corpora,#PASCALE_FU
W970120,A Self_Organizing Japanese Word Segmenter using Heuristic Word Identification and Re_estimation,#MASAAKI_NAGATA
W970121,Collocation Lattices and Maximum Entropy Models,#ANDREI_MIKHEEV
W970122,Using Word Frequency Lists to Measure Corpus Homogeneity and Similarity between Corpora,#ADAM_KILGARRIFF
W970123,Maximum Entropy Model Learning of Subcategorization Preference,#TAKEHITO_UTSURO#TAKASHI_MIYATA
W970124,Analysis of Unknown Lexical Items using Morphological and Syntactic Information with the TIMIT Corpus,#SCOTT_M_THEDE#MARY_HARPER
W970125,A Local Grammar_based Approach to Recognizing of Proper Names in Korean Texts,#JEESUN_NAM#KEYSUN_CHOI
W970126,A Statistical Approach to Thai Morphological Analyzer,#KAWTRAKUL_ASANEE#THUMKANON_CHALATHIP
W970127,Probabilistic Word Classification Based on Context_Sensitive Binary Tree Method,#JUN_GAO#XIXIAN_CHEN
W970201,Getting Serious about Word Sense Disambiguation,#HWEE_TOU
W970202,Experience in WordNet Sense Tagging in the Wall Street Journal,#JANYCE_WIEBEL#JULIE_MAPLES#LEI_DUANL#REBECCA_BRUCE
W970203,Desiderata for Tagging with WordNet Synsets or MCCA Categories,#KENNETH_C_LITKOWSKI
W970204,A Frame_Semantic Approach to Semantic Annotation,#JOHN_B_LOWE
W970205,A Lexicon for Underspecified Semantic Tagging,#PAUL_BUITELAAR
W970206,Analysis of a Hand_Tagging Task,#CHRISTIANE_FELLBAUM#JOACHIM_GRABOWSKI#SHARI_LAND
W970207,Measuring Semantic Entropy,#I_DAN_MELAM
W970208,Sense Tagging_ Semantic Tagging with a Lexicon,#YORICK_WILKS#MARK_STEVENSON
W970209,Selectional Preference and Sense Disambiguation,#PHILIP_RESNIK
W970210,Investigating Complementary Methods for Verb Sense Pruning,#HONGYAN_JING#VASILEIOS_HATZIVASSILOGLOU#REBECCA_PASSONNEAU#KATHLEEN_MCKEOWN
W970211,Towards a Bootstrapping Framework for Corpus Semantic Tagging,#ROBERTO_BASILI#MICHELANGELO_DELLA_ROCCA#MARIA_TERESA_PAZIENZA
W970212,Sense Tagging in Action Combining Different Tests with Additive Weighangs,#ANDREW_HARLEY#DOMINIC_GLENNON
W970213,A Perspective on Word Sense Disambiguation Methods and Their Evaluation,#PHILIP_RESNI
W970214,Writing Annotation Instructions,#JANYCE_WIE
W970215,Combining Knowledge Sources for Automatic Semantic Tagging,#DOUGLAS_JONES#BOYAN_ONYSHKEVYC
W970216,Semantic Tagging and NLP Applications,#THIERRY_DECLERCK#JUDITH_KLEIN
W970217,Evaluating Automatic Semantic Taggers,#PHILIP_RESNIK
W970218,Constructing Semantic Tagsets,#ALAIN_POLGUERE
W970219,Structured Lexicons and Semantic Tagging,#BONNIE_J_DORR#MARI_BROMAN_OLSEN
W970301,A Linear Observed Time Statistical Parser Based on Maximum Entropy Models,#ADWAIT_RATNAPARKHI
W970302,Global Thresholding and Multiple_Pass Parsing,#JOSHUA_GOODMAN
W970303,An Efficient Distribution of Labor in a Two Stage Robust Interpretation Process,#CAROLYN_PENSTEIN_ROSE#ALON_LAVIE
W970304,Text Segmentation Using Exponential Models,#DOUG_BEEFERMAN#ADAM_BERGER#JOHN_LAFFERTY
W970305,Detecting Subject Boundaries Within Text_ A Language Independent Statistical Approach,#KORIN_RICHMOND#ANDREW_SMITH#EINAT_AMITAY
W970306,Mistake_Driven Learning in Text Categorization,#IDO_DAGAN#YAEL_KAROV#DAN_ROTH
W970307,Tagging Grammatical Functions,#THORSTEN_BRANTS#WOJCIECH_SKUT#BRIGITTE_KRENN_
W970308,On aligning trees,#JO_CALDER
W970309,Aggregate and mixed_order Markov models for statistical language processing,#LAWRENCE_SAUL#FERNANDO_PEREIRA
W970310,Assigning Grammatical Relations with a Back_off Model,#ERIKA_F_DE_LIMA
W970311,Automatic Discovery of Non_Compositional Compounds in Parallel Data,#I_DAN_MELAMED
W970312,Learning to Tag Multilingual Texts Through Observation,#SCOTT_W_BENNETT#CHINATSU_AONE
W970313,A Corpus_Based Approach for Building Semantic Lexicons,#ELLEN_RILOFF#JESSICA_SHEPHERD
W970314,Inducing Terminology for Lexical Acquisition,#ROBERTO_BASILI#GIANLUCA_DE_ROSSI#MARIA_TERESA_PAZIENZA
W970315,Name Searching and Information Retrieval,#PAUL_THOMPSON#CHRISTOPHER_C_DOZIER
W970316,Lexicon Effects on Chinese Information Retrieval,#KL_KWOK
W970317,Attaching Multiple Prepositional Phrases_ Backed_off Estimation Generalized,#PAOLA_MERLO
W970318,Learning Methods for Combining Linguistic Indicators to Classify Verbs,#ERIC_V_SIEGEL
W970319,Probabilistic Coreference in Information Extraction,#ANDREW_KEHLER
W970320,An Empirical Approach to Temporal Reference Resolution,#JANYCE_WIEBE#TOM_OHARA#KENNETH_MCKEEVER#THORSTEN_OHRSTROMSANDGREN
W970321,Word Sense Disambiguation Based on Structured Semantic Space,#JI_DONGHONG#HUANG_CHANGNING
W970322,Distinguishing Word Senses in Untagged Text,#TED_PEDERSEN#REBECCA_BRUCE
W970323,_Exemplar_Based Word Sense Disambiguation__ Some Recent Improvements_,#HWEE_TOU_NG
W970401,Discourse particles and routine formulas in spoken language translation,#MANFRED_STEDE#BIRTE_SCHMITZ
W970402,A Dialogue Analysis Model with Statistical Speech Act Processing for Dialogue Machine Translation,#J_AEWON_LEE#GIL_CHANG_KIM
W970403,Towards Translating Spoken Language Pragmatics in an Analogical Framework,#KEIKO_HORIGUCHI
W970404,_Correct parts extraction from speech recognition results using semantic distance calculation_ and its application to speech translation_,#YUMI_WAKITA#JUN_KAWAI
W970405,A Formal Basis for Spoken Language Translation by Analogy,#KEIKO_HORIGUCHI
W970406,Dealing with Multilinguality in a Spoken Language Query Translator,#PASCALE_FUNG#BERTRAM_SHI#DEKAI_WU#LAIN_WAI_BUN#WONG_SHUEN_KONG
W970407,Using Categories in the EUTRANS System,#J_C_AMENGUAL#J_M_BENEDI#A_CASTELLANOS#D_LLORENS#E_VIDAL
W970408,English_to_Mandarin Speech Translation with Head Transducers,#HIYAN_ALSHAWI
W970409,Interactive Speech Translation in the DIPLOMAT Project,#ROBERT_FREDERKING#ALEXANDER_RUDNICKY#CHRISTOPHER_HOGAN_
W970410,Expanding the Domain of a Multi_lingual Speech_to_Speech Translation System,#ALON_LAVIE#LORI_LEVIN#PUMING_ZHAN#MAITE_TABOADA#DONNA_GATES#MIRELLA_LAPATA#CORTIS_CLARK#MATTHEW_BROADHEAD#ALEX_WAIBEL
W970411,Translation Methodology in the Spoken Language Translator_ An Evaluation,#DAVID_CARTER#RALPH_BECKET#MANNY_RAYNER#ROBERT_EKLUND#CATRIONA_MACDERMID#MATS_WIRDN#SABINE_KIRCHMEIERANDERSEN#CHRISTINA_PHILP
W970412,Six Issues in Speech Translation,#MARK_SELIGMAN
W970413,Combining Situated Reasoning with Semantic Transfer Minimally,#TSUTOMU_FUJINAMI
W970414,A Polish_to_English Text_to_text Translation System Based on an Electronic Dictionary,#KRZYSZTOF_JASSEM
W970415,Spoken Language Translation with the ITSVox System,#ERIC_WEHRLI#JEANLUC_COCHARD
W970501,Pragmatics and AAC approaches to conversational goals,#JOHN_TODMAN#NORMAN_ALM
W970502,Automatic Message Indexing and Full Text Retrieval for a Communication Aid,#STEFAN_LANGER#MARIANNE_HICKEY
W970503,Simple NLP Techniques for Expanding Telegraphic Sentences,#KATHLEEN_F_MCCOY
W970504,_Profet_ A New Generation of Word Prediction_ An Evaluation Study_,#ALICE_CARLBERGER#JOHAN_CARLBERGER#TINA_MAGNUSON#M_SHARON_HUNNICUTT#SIRA_E_PALAZUELOSCAGIGAS#SANTIAGO_AGUILERA_NAVARRO
W970505,Word Prediction for Inflected Languages_ Application to Basque Language,#NESTOR_GARAYVITORIA#JULIO_G_ABASCAL
W970506,Augmented and alternative NLP techniques for augmentative and alternative communication,#ANN_COPESTAKE
W970507,Using NLP in the design of a conversation aid for non_speaking children,#PORTIA_FILE#LEONA_ELDER
W970508,A Tutor for Teaching English as a Second Language for Deaf Users of American Sign Language,#KATHLEEN_F_MCCOY#LISA_N_MASTERMAN
W970509,Application of NLP technologyto production of closed_caption TV_ programs in Japanese for the hearing impaired,#TAKAHIRO_WAKAO#TERUMASA_EHARA#EIJI_SAWAMURA#YOSHIHARU_ABE#KATSUHIKO_SHIRAI
W970510,A software for language education and rehabilitation of autistic_like children,#ELISABETH_GODBERT#PASCAL_MOURET#ROBERT_PASERO#MONIQUE_ROLBERT
W970601,Evaluating Interactive Dialogue Systems_ Extending Component Evaluation to Integrated System Evaluation,#MARILYN_A_WALKER#DIANE_J_LITMAN#CANDACE_A_KAMM#ALICIA_ABELLA
W970602,A Generic Template to evaluate integrated components in spoken dialogue systems,#GAVIN_E_CHURCHER#ERIC_S_ATWELL#CLIVE_SOUTER
W970603,GENERALITY  AND  OBJECTIVITY Central Issues in Putting a Dialogue Evaluation Tool into Practical Use ,#LAILA_DYBKJAER#NIELS_OLE_BERNSEN#HANS_DYBKJAER
W970604,An Object_Oriented Model for the Design of Cross_Domain Dialogue Systems,#IAN_M_ONEILL#MICHAEL_F_MCTEAR
W970605,AUTOMATIC LEXICON ENHANCEMENT BY MEANS OF CORPUS TAGGING,#FREDERIC_BECHET#THIERRY_SPRIET#MARC_ELBEZE
W970606,Clarification Dialogues as Measure to Increase Robustness in a Spoken Dialogue System,#ELISABETH_MAIER#NORBERT_REITHINGER#JAN_ALEXANDERSSON
W970607,Performance Measures for the Next Generation of Spoken Natural Language Dialog Systems,#RONNIE_W_SMITH
W970608,A practical Message_to_Speech strategy for dialogue systems,#P_SPYNS#F_DEPREZ#L_VAN_TICHELEN#B_VAN_COILE
W970609,Turn off the Radio and Call Again_ How Acoustic Clues can Improve Dialogue Management,#CHRISTIAN_LIESKE
W970610,Context Modeling for Language and Speech Generation,#KEES_VAN_DEEMTER
W970611,Planning Efficient Mixed Initiative Dialogue,#ELI_HAGEN
W970612,A Robust Dialogue System with Spontaneous Speech Understanding and Cooperative Response,#TOSHIHIKO_ITOH#AKIHIRO_DENDA#SATORU_KOGURE#SEIICHI_NAKAGAWA
W970613,_The __Casual Cashmere Diaper Bag___ Constraining Speech Recognition Using Examples_,#PAUL_MARTIN
W970614,Grammatical analysis in the OVIS spoken_dialogue system,#MARKJAN_NEDERHOF#GOSSE_BOUMA#ROB_KOELING#GERTJAN_VAN_NOORD
W970615,Filtering Errors and Repairing Linguistic Anomalies for Spoken Dialogue Systems,#DAVID_ROUSSEL#ARIANE_HALBERT
W970616,How to obey the 7 commandments for spoken dialogue_,#EMIEL_KRAHMER#JAN_LANDSBERGEN#XAVIER_POUTEAU
W970617,Towards a PURE Spoken Dialogue System for Information Access,#RAJEEV_AGARWAL
W970618,A Programmable Multi_Blackboard Architecture for Dialogue Processing Systems,#MATTHIAS_DENECKE
W970619,Corpus_Based Information Presentation for a Spoken Public Transport Information System,#MMM_RATS#RJ_VAN_VARK#JPM_DE_VREUGHT
W970620,Dialogue Strategies for Improving the Usability of Telephone Human_Machine Communication,#MORENA_DANIELI#ELISABETTA_GERBINO#LORETA_M_MOISA
W970621,Speech_Graphics Dialogue Systems,#ALAN_W_BIERMANN#MICHAEL_S_FULKERSON#GREG_A_KEIM
W970701,Summarising_ Where are we now_ Where should we go_,#KAREN_SPARCK_JONES
W970702,Salience_based Content Characterisafion of Text Documents,#BRANIMIR_BOGURAEV_
W970703,Using Lexical Chains for Text Summarization,#REGINA_BARZILAY#MICHAEL_ELHADAD
W970704,Automated Text Summarization in SUMMARIST,#EDUARD_HOVY#CHINYEW_LIN
W970705,How to Appreciate the Quality of Automatic Text Summarization_ Examples of FAN and MLUCE Protocols and their Results on SERAPHIN,#JEANLUC_MINEL#SYLVAINE_NUGIER#GERALD_PIAT
W970706,A Proposal for Task_based Evaluation of Text Summarization Systems,#THERESE_FIRMIN_HAND
W970707,Automatic Text Summarization by paragraph Extraction,#MANDAR_MITRAT#AMIT_SINGHAL#CHRIS_BUCKLEYTT
W970708,Goal_Directed Approach for Text Summarization ,#RYO_OCHITANI#YOSHIO_NAKAO#FUMIHITO_NISHINO
W970709,Statistical methods for retrieving most significant paragraphs in newspaper articles,#JOSE_ABRACOS#GABRIEL_PEREIRA_LOPES
W970710,Sentence extraction as a classification task,#SIMONE_TEUFEL
W970711,A Scalable Summarization System Using Robust NLP,#CHINATSU_AONE#MARY_ELLEN_OKUROWSKI#JAMES_GORLINSKY#BJORNAR_LARSEN
W970712,COSY_MATS_ An Intelligent and Scalable Summarisation Shell,#MARIA_ARETOULAKI
W970713,From discourse structures to text summaries,#DANIEL_MARCU
W970714,SimSum_ Simulation of summarizing,#BRIGITTE_ENDRESNIGGEMEYER
W970715,A Formal Model of Text Summarization Based on Condensation Operators of a Terminological Logic,#ULRICH_REIMER#UDO_HAHN
W970801,Multilingual design of EuroWordNet,#PIEK_VOSSEN#PEDRO_DIEZORZAS#WIM_PETERS
W970802,GermaNet _ a Lexical_Semantic Net for German,#BIRGIT_HAMP#HELMUT_FELDWEG
W970803,Extending a thesaurus by classifying words,#TOKUNAGA_TAKENOBU#FUJII_ATSUSHI#SAKURAI_NAOYUKI#TANAKA_HOZUMI
W970804,Formal redundancy and consistency checking rules for the lexicai database WordNet 1_5,#DIETRICH_H_FISCHER
W970805,Lexical Discrimination with the Italian Version of WordNet,#ALESSANDRO_ARTALE#BERNARDO_MAGNINI#CARLO_STRAPPARAVA
W970806,Integrating a Lexical Database and a Training Collection for Text Categorization,#JOSE_MARIA_GOMEZHIDALGO#MANUEL_DE_BUENAGA_RODRIGUEZ
W970807,Integration of Hand_Crafted and Statistical Resources in Measuring Word Similarity,#ATSUSHI_FUJII#TOSHIHIRO_HASEGAWA#_TAKENOBU_TOKUNAGA
W970808,Word Sense Disambiguation for Acquisition of Selectional Preferences,#DIANA_MCCARTHY
W970809,The Use of Lexical Semantics in Information Extraction,#JOYCE_YUE_CHAI#ALAN_W_BIERMANN
W970810,Subject and Object Dependency Extraction Using Finite_State Transducers,#SALAH_AITMOKHTAR#JEANPIERRE_CHANOD
W970811,An Experiment in Semantic Tagging using Hidden Markov Model Tagging,#FREDERIQUE_SEGOND#ANNE_SCHILLER#GREGORY_GREFENSTETTE#JEANPIERRE_CHANOD
W970812,Using Semantic Similarity to Acquire Cooccurrence Restrictions from Corpora,#ANTONIO_SANFILIPPO
W970813,Inferring Semantic Similarity from Distributional Evidence_ an Analogy_based Approach to Word Sense Disambiguation,#STEFANO_FEDERICI#SIMONETTA_MONTEMAGNI#VITO_PIRRELLI
W970901,Reuse of a Proper Noun Recognition System in Commercial and Operational NLP Applications,#CHINATSU_AONE#JOHN_MALONEY
W970902,Developing a new grammar checker for English as a second language,#CORNELIA_TSCHICHOLD#FRANCK_BODMER#ETIENNE_CORNU#FRANCOIS_GROSJEAN#LYSIANE_GROSJEAN#NATALIE_KUBLER#NICOLAS_LEWY#CORINNE_TSCHUMI
W970903,Software Re_Use and Evolution in Text Generation Applications,#KAREN_KUKICH#REBECCA_PASSONNEAU#KATHLEEN_MCKEOWN#DRAGOMIR_RADEV#VASILEIOS_HATZIVASSILOGLOU#HONGYAN_JING
W970904,ESTIMATING THE TRUE PERFORMANCE OF CLASSIFICATION_BASED NLP TECHNOLOGY,#JAMES_R_NOLAN_
W970905,Tailored Patient Information_ Some Issues and Questions,#EHUD_REITER
W970906,Practical Considerations in Building a Multi_Lingual Authoring System for Business Letters,#JOHN_TAIT
W970907,A Language Identification Application Built on the Java Client _ Server Platform,#GARY_ADAMS_#PHILIP_RESNIK
W970908,Practical Experience with Grammar Sharing in Multilingual NLP,#MICHAEL_GAMON#CARMEN_LOZANO#JESSIE_PINKHAM#TOM_REUTTER
W970909,NLP and Industry_ Transfer and Reuse of Technologies,#LEO_OBRST#KRISHNA_NANDA_JHA
W970910,Recycling Lingware in a Multilingual MT System,#MANNY_RAYNER#DAVID_CARTER#IVAN_BRETAN#ROBERT_EKLUND#MATS_WIREN#STEFFEN_LEO_HANSEN#SABINE_KIRCHMEIERANDERSEN#CHRISTINA_PHILP#FINN_SORENSEN#HANNE_ERDMAN_THOMSEN
W971001,A Trainable Message Understanding System,#AMIT_BAGGA#JOYCE_YUE_CHAI
W971002,Relational Learning of Pattern_Match Rules for Information Extraction,#MARY_ELAINE_CALIFF#RAYMOND_J_MOONEY
W971003,A Preliminary Study of Word Clustering Based on Syntactic Behavior,#WIDE_R_HOGENHOUT#YUJI_MATSUMOTO
W971004,Learning New Compositions from Given Ones,#JI_DONGHONG#HE_JUN#HUANG_CHANGNING
W971005,A Statistical Decision Making Method_ A Case Study on Prepositional Phrase Attachment,#MEHMET_KAYAALP#TED_PEDERSEN#REBECCA_BRUCE
W971006,METHOD FOR IMPROVING AUTOMATIC WORD CATEGORIZATION,#EMIN_ERKAN_KORKMAZ#GOKTURK_UCOLUK
W971007,From Psycholinguistic Modelling of Interlanguage in Second Language Acquisition to a Computational Model,#MONTSE_MARITXALAR#ARANTZA_DIAZ_DE_ILARRAZA#MAITE_ORONOZ
W971008,What makes a word_ Learning base units in Japanese for speech recognition,#LAURA_MAYFIELD_TOMOKIYO#KLAUS_RIES
W971009,Evolution of a Rapidly Learned Representation for Speech,#RAMIN_CHARLES_NAKISA#KIM_PLUNKETT
W971010,Learning Stochastic Categorial Grammars,#MILES_OSBORNE#TED_BRISCOE
W971011,Learning and Application of Differential Grammars,#DAVID_M_W_POWERS
W971012,Recurrent Neural_Network Learning of Phonological Regularities in Turkish,#JENNIFER_RODD
W971013,Explanation_Based Learning of Data_Oriented Parsing,#K_SIMAAN
W971014,Word Triggers and the EM Algorithm,#CHRISTOPH_TILLMANN#HERMANN_NEY
W971015,A Comparative Study of the Application of Different Learning Techniques to Natural Language Interfaces,#WERNER_WINIWARTER#YAHIKO_KAMBAYASHI
W971016,Resolving PP attachment Ambiguities with Memory_Based Learning,#JAKUB_ZAVREL#WALTER_DAELEMANS#JORN_VEENSTRA
W971101,A Complexity Measure for Diachronic Chinese Phonology,#ANAND_RAMAN#JOHN_NEWMAN#JON_PATRICK
W971102,Measuring Dialect Distance Phonetically,#JOHN_NERBONNE#WILBERT_HEERINGA
W971103,Self Organisation in Vowel Systems through Imitation,#BART_DE_BOER
W971104,Prediction of Vowel and Consonant Place of Articulation,#RENE_CARRE#MARIA_MODY
W971105,A LEXICAL DATABASE TOOL FOR QUANTITATIVE PHONOLOGICAL RESEARCH,#STEVEN_BIRD
W971106,A Czech Morphological Lexicon,#HANA_SKOUMALOVA
W971107,Stochastic phonological grammars and acceptability,#JOHN_COLEMAN#JANET_PIERREHUMBERT
W971108,Linearization of Nonlinear Lexical Representations,#GEORGE_ANTON_KIRAZ
W971201,Probabilistic Model of Acoustic_Prosody_Concept Relationships for Speech Synthesis,#NANETTE_M_VEILLEUX
W971202,Message_to_Speech_ high quality speech generation for messaging and dialogue systems,#P_SPYNS#F_DEPREZ#L_VAN_TICHELEN#B_VAN_COILE
W971203,A compact Representation of prosodically relevant Knowledge in a Speech Dialogue System,#PETER_POLLER
W971204,Integrating Language Generation with Speech Synthesis in a Concept to Speech System,#SHIMEI_PAN#KATHLEEN_R_MCKEOWN
W971205,Can pitch accent type convey information status in yes_no questions_,#MARTINE_GRICE#MICHELINA_SAVINOT
W971206,Computing prosodic properties in a data_to_speech system,#M_THEUNE#E_KLABBERS#J_ODIJK#JR_DE_PIJPER
W971207,Semantic and Discourse Information for Text_to_Speech Intonation,#LAURIE_HIYAKUMOTO#SCOTT_PREVOST#JUSTINE_CASSELL
W971208,Looking for the Presence of Linguistic Concepts in the Prosody of Spoken Utterances,#GERIT_P_SONNTAG#THOMAS_PORTELE
W971301,Resolving bridging references in unrestricted text,#MASSIMO_POESIO#RENATA_VIEIRA#SIMONE_TEUFEL
W971302,Constraints and defaults of zero pronouns in Japanese instruction manuals,#TATSUNORI_MORI#MAMORU_MATSUO#HIROSHI_NAKAGAWA
W971303,Factors in anaphora resolution_ they are not the only things that matter_ A case study based on two different approaches ,#RUSLAN_MITKOV
W971304,Automatic extraction of rules for anaphora resolution of Japanese_ zero pronouns from aligned sentence pairs,#HIROMI_NAKAIWA
W971305,Resolving anaphoric references on deficient syntactic descriptions,#ROLAND_STUCKARDT
W971306,CogNIAC_ high precision coreference with limited knowledge and linguistic resources,#BRECK_BALDWIN
W971307,Recognizing referential links_ an information extraction prespective,#MEGUMI_KAMEYAMA
W971308,Supporting anaphor resolution in dialogues with a corpus_based probabilistic model,#MARCO_ROCHA
W971309,Towards reliable partial anaphora resolution,#SABINE_BERGLER
W971310,Corpus annotation and reference resolution,#TONY_MCENERY#IZUMI_TANAKA#SIMON_BOTLEY
W971311,Event coreference for information extraction,#KEVIN_HUMPHREYS#ROBERT_GAIZAUSKAS#SALIHA_AZZAM
W971312,How far are we from _semi__automatic of anaphoric links in corpora_,#RUSLAN_MITKOV
W971313,What brings a higher_order entity into focus of attention_ Sentential pronouns in English and Norwegian_,#KAJA_BORTHEN#THORSTEIN_FRETHEIM
W971314,Cooperation between pronoun and reference resolution for unrestricted texts,#ANDREI_POPESCUBELIS#ISABELLE_ROBBA
W971401,Integration and Synchronization of Input Modes during Multimodal Human_Computer Interaction,#SHARON_OVIATT#ANTONELLA_DEANGELI#KAREN_KUHN
W971402,Referring in Multimodal Systems_ The Importance of User Expertise and System Features,#DANIELA_PETRELLI#ANTONELLA_DE_ANGELI#WALTER_GERBINO#GIULIA_CASSANO
W971403,Towards Generation of Fluent Referring Action in Multimodal Situations,#TSUNEAKI_KATO#YUKIKO_I_NAKANO
W971404,Hypertext and Deixis,#DAN_LOEHR
W971405,Multimodal References in GEORAL TACTILE,#JACQUES_SIROUX_#MARC_GUYOMARD_#FRANCK_MULTON#CHRISTOPHE_REMONDEAU
W971406,Active and Passive Gestures _ Problems with the Resolution of Deictic and Elliptic Expressions in a Multimodal System,#MICHAEL_STREIT
W971407,Scene Direction Based Reference In Drama Scenes,#HIROSHI_NAKAGAWA#YOSHITOMO_YAGINUMA#MASAO_SAKAUCHI
W971408,Generating Referential Descriptions in Multimedia Environments,#HELMUT_HORACEK
W971409,Planning Referential Acts for Animated Presentation Agents,#ELISABETH_ANDRE#THOMAS_RIST
W971410,Exploiting Image Descriptions for the Generation of Referring Expressions,#KNUT_HARTMANN#JOCHEN_SCHOPP
W971411,Referring to Displays in Multimodal Interfaces,#DAQING_HE#GRAEME_RITCHIE#JOHN_LEE
W971412,A Syndetic Approach to Referring Phenomena in Multimodal Interaction,#GIORGIO_PFACONTI#MIEKE_MASSINK
W971413,_Constraints on the Use of Language_ Gesture and Speech for Multimodal Dialogues _,#BERTRAND_GAIFFE#LAURENT_ROMARY
W971414,A Model for Multimodal Reference Resolution ,#LUIS_A_PINEDA#E_GABRIELA_GARZA
W971415,The CARTOON project _ Towards Integration of Multimodal and Linguistic Analysis for Cartographic Applications,#MARTIN_JC#BFIFFAULT_X#GONCALVES_MR#VAPILLON_J
W971416,Recognition of referring expressions,#STIG_W_JORGENSEN
W971501,_Some apparently disjoint aims and requirements for grammar development environments__ the case of natural language generation_,#JOHN_BATEMAN
W971502,The TreeBanker_ a Tool for Supervised Training of Parsed Corpora,#DAVID_CARTER
W971503,Participatory Design for Linguistic Engineering_ the Case of the GEPPETTO Development Environment,#FABIO_CIRAVEGNA#ALBERTO_LAVELLI#DANIELA_PETRELLI#FABIO_PIANESI
W971504,Hypertextual Grammar Development,#LUCA_DINI#GIAMPAOLO_MAZZINI
W971505,Maintaining the Forest and Burning out the Underbrush in XTAG,#CHRISTINE_DORAN#BETH_HOCKEY#PHILIP_HOPELY#JOSEPH_ROSENZWEIG#ANOOP_SARKAR#B_SRINIVAS#FEI_XIA
W971506,The ConTroll System as Large Grammar Development Platform,#THILO_GOTZ#WALT_DETMAR_MEURERS
W971507,Application_driven automatic subgrammar extraction,#RENATE_HENSCHEL
W971508,Lexical Resource Reconciliation in the Xerox Linguistic Environment,#RONALD_M_KAPLAN
W971509,Head_Driven Generation and Indexing in ALE,#GERALD_PENN
W971510,EFLUF _ an Implementation of a FLexible Unification Formalism,#LENA_STROMBACK
W971511,Exploiting Contextual Information in Hypothesis Selection for Grammar Refinement,#THANARUK_THEERAMUNKONG#YASUNOBU_KAWAGUCHI#MANABU_OKUMURA
W971512,ALEP_Based Distributed Grammar Engineering,#AXEL_THEOFILIDIS
W971513,Hdrug_ A Flexible and Extendible Development Environment for Natural Language Processing_,#GERTJAN_VAN_NOORD#GOSSE_BOUMA
W971514,An Object_Oriented Linguistic Engineering Environment using LFG _Lexical Functionnal Grammar_ and CG _Conceptual Graphs_,#JEROME_VAPILLON#XAVIER_BRIFFAULT#GERARD_SABAH#KARIM_CHIBOUT
W971515,Experiences with the GTU grammar development environment,#MARTIN_VOLK
W980201,The Pausanian Notation_ a method for representing the structure and the content of a hyperdocument,#NICKOLAS_GOURAROS#WENDY_HALL
W980202,Intelligent Network News Reader with Visual User Interface,#HITOSHI_ISAHARA#KIYOTAKA_UCHIMOTO#HIROMI_OZAKU
W980203,Coreference as the Foundations for Link Analysis over Free Text Databases,#BRECK_BALDWIN
W980204,Texplore_ exploring expository texts via hierarchical representation,#YAAKOV_YAARI
W980205,Visualization for Large Collections of Multimedia Information,#DAVE_HIMMEL
W980206,___I just played that a minute ago____ Designing User Interfaces for Audio Navigation_,#JULIA_HIRSCHBERG#JOHN_CHOI#CHRISTINE_NAKATANI#STEVE_WHITTAKER
W980207,Interactive Multimedia Navigation,#MIHAI_NADIN#CLEMENS_LANGO
W980208,Semantic Visualization,#PENNY_CHASE#RAY_DAMORE#NAHUM_GERSHON#ROD_HOLLAND#ROB_HYLAND#INDERJEET_MANI#MARK_MAYBURY#ANDY_MERLINO#JIM_RAYSON
W980209,Integrated generation of graphics and text_ a corpus study,#MARC_CORIO#GUY_LAPALME
W980210,A Media_Independent Content Language for Integrated Text and Graphics Generation,#NANCY_GREEN#GIUSEPPE_CARENINI#STEPHAN_KERPEDJIEV#STEVEN_ROTH#JOHANNA_MOORE
W980211,How to build a _quite general_ linguistic diagram editor,#JO_CALDER
W980212,Visualization of Protocols of the Parsing and Semantic Interpretation Steps in a Machine Translation System,#ULRICH_GERMANN
W980213,Multimodal Visualization of Geometrical Constructions,#VALERIE_BELLYNCK
W980214,Navigating maps with little or no sight_ An audio_tactile approach,#R_DAN_JACOBSON
W980215,Visualization by People without Vision,#VLADIMIR_BULATOV#JOHN_GARDNER
W980216,Integration of Speech and Vision in a small mobile robot,#DOMINIQUE_ESTIVAL
W980301,A surface_based approach to identifying discourse markers and elementary textual units in unrestricted texts,#DANIEL_MARCU
W980302,Identifying the Linguistic Correlates of Rhetorical Relations,#SIMON_H_CORSTONOLIVER
W980303,Enriching Automated Essay Scoring Using Discourse Marking,#JILL_BURSTEIN#KAREN_KUKICH#SUSANNE_WOLFF#CHI_LU#MARTIN_CHODOROW
W980304,Representing temporal discourse markers for generation purposes,#BRIGITTE_GROTE
W980305,On classifying connectives and coherence relations,#LIESBETH_DEGAND
W980306,Lexical marking of discourse relations _ some experimental findings,#CLAUDIA_SOFIA#GIACOMO_FERRARI
W980307,Meta_discourse markers and problem_structuring in scientific articles,#SIMONE_TEUFEL
