PID,TITLE,AUTHORS
A941012,Combination of Symbolic and Statistical Approaches for Grammatical Knowledge Acquisition,#MASAKI_KIYONO#JUNICHI_TSUJII
A941013,Adaptive Sentence Boundary Disambiguation,#DAVID_D_PALMER#MARTI_A_HEARST
A941014,Acquiring Knowledge From Encyclopedic Texts,#FERNANDO_GOMEZ#RICHARD_HULL#CARLOS_SEGAMI
A941015,A Successful Case of Computer Aided Translation,#MIGUEL_FILGUEIRAS
A941016,Three Heads are Better than One,#ROBERT_FREDERKING#SERGEI_NIRENBURG
A941017,Real_Time Spoken Language Translation Using Associative Processors,#KOZO_OI#EIICHIRO_SUMITA#OSAMU_FURUSE#HITOSHI_IIDA#TETSUYA_HIGUCHI
A941018,Yet Another Chart_Based Technique for Parsing Ill_Formed Input,#TSUNEAKI_KATO
A941019,Recycling Terms into a Partial Parser,#CHRISTIAN_JACQUEMIN
A941020,Resolving Anaphora in a Portable Natural Language Front End to Databases,#FLAVIA_A_BARROS_#ANNE_DEROECK
A941021,Upholding the Maxim of Relevance during Patient_Centered Activities,#ABIGAIL_S_GERTNER#BONNIE_L_WEBBER#JOHN_R_CLARKE
A941022,The Delphi Natural Language Understanding System,#MADELEINE_BATES#ROBERT_BOBROW#ROBERT_INGRIA#DAVID_STALLARD
A941023,Understanding Location Descriptions in the LEI System,#DAVID_N_CHIN#MATTHEW_MCGRANAGHAN#TUNGTSE_CHEN
A941024,Tagging and Morphological Disambiguation of Turkish Text,#KEMAL_OFLAZER#ILKER_KURUOZ
A941025,A robust category guesser for Dutch medical language,#PETER_SPYNS
A941026,Handling Japanese Homophone Errors in Revision Support System for Japanese Texts_ REVISE,#MASAHIRO_OKU
A941027,A Probabilistic Model for Text Categorization_ Based on a Single Random Variable with Multiple Values,#MAKOTO_IWAYAMA#TAKENOBU_TOKUNAGA
A941028,Robust Text Processing in Automated Information Retrieval,#TOMEK_STRZALKOWSKI
A941029,Might a semantic lexicon support hypertextual authoring_,#ROBERTO_BASILI#FABRIZIO_GRISOLI#MARIA_TERESA_PAZIENZA
A941030,IMPROVING CHINESE TOKENIZATION WITH LINGUISTIC FILTERS ON STATISTICAL LEXICAL ACQUISITION,#DEKAI_WU#PASCALE_FUNG
A941031,Degraded Text Recognition Using Word Collocation and Visual Inter_Word Constraints,#TAO_HONG#JONATHAN_J__HULL
A941032,Automatic Aquisition of Semantic Attributes for User Defined Words m Japanese to English Machine Translation,#SATORU_IKEHARA#SATOSHI_SHIRAI#AKIO_YOKOO#FRANCIS_BOND#YOSHIE_OMI
A941033,Degraded Text Recognition Using Word Collocation and Visual Inter_Word Constraints,#TAO_HONG#JONATHAN_J_HULL
A941034,USING SYNTACTIC DEPENDENCIES FOR WORD ALIGNMENT,#FATHI_DEBILI#ELYES_SAMMOUDA#ADNANE_ZRIBI
A941035,English Adverb Generation in Japanese to English Machine Translation,#KENTARO_OGURA#FRANCIS_BOND#SATORU_IKEHARA
A941036,A Practical Evaluation of an Integrated Translation Tool during a Large Scale Localisation Project,#REINHARD_SCHALER
A941037,Spelling Correction in Agglutinative Languages,#KEMAL_OFLAZER#CEMALEDDIN_GUZEY
A941038,Integration of example_based transfer and rule_based generation,#SUSUMU_AKAMINE#OSAMU_FURUSE#HITOSHI_IIDA
A941039,An Evaluation of a Method to Detect and Correct Erroneous Characters in Japanese input through an OCR using Markov Models,#TETSUO_ARAKI#SATORU_IKEHARA#NOBUYUKI_TSUKAHARA#YASUNORI_KOMATSU
A941040,MULTIFUNCTION THESAURUS FOR RUSSIAN WORD PROCESSING,#IGOR_A_BOLSHAKOV
A941041,Representing Knowledge for Planning Multisentential Text,#JOSE_COCH#RAPHAEL_DAVID
A941042,Guided Sentences Composition for Disabled People,#ROBERT_PASERO#NATHALIE_RICHARDET#PAUL_SABATIER
A941043,An Interactive Rewriting Tool for Machine Acceptable Sentences,#HIDEKI_HIRAKAWA#KOUICHI_NOMURA#MARIKO_NAKAMURA
A941044,TECHDOC_ Multilingual generation of online and offline instructional text,#DIETMAR_ROSNER#MANFRED_STEDE
A941045,An Inheritance_based Lexicon for Message Understanding Systems,#LYNNE_J_CAHILL
A941046,Industrial Applications of Unification Morphology,#GABOR_PROSZEKY
A941047,SUBLANGUAGE ENGINEERING IN THE FOG SYSTEM,#RICHARD_KITTREDGE#ELI_GOLDBERG#MYUNGHEE_KIM#ALAIN_POLGUERE
A971001,CommandTalk_ A Spoken_Language Interface for Battlefield Simulations,#R_C_MOORE#J_DOWDING#H_BRATT#J_M_GAWRON#Y_GORFU#A_CHEYER
A971002,Natural Language in Four Spatial Interfaces,#KENNETH_WAUCHOPE#STEPHANIE_EVERETT#DENNIS_PERZANOWSKI#ELAINE_MARSH
A971003,High Performance Segmentation of Spontaneous Speech Using Part of Speech and Trigger Word Information,#MARSAL_GAVALDA#KLAUS_ZECHNER#GREGORY_AIST
A971004,A Maximum Entropy Approach to Identifying Sentence Boundaries,#JEFFREY_C_REYNAR#ADWAIT_RATNAPARKHI
A971005,QuickSet_ Multimodal Interaction for Simulation Set_up and Control,#PHILIP_R_COHEN#MICHAEL_JOHNSTON#DAVID_MCGEE#SHARON_OVIATT#JAY_PITTMAN#IRA_SMITH#LIANG_CHEN#JOSH_CLOW
A971006,Natural Language Dialogue Service for Appointment Scheduling Agents,#STEPHAN_BUSEMANN#THIERRY_DECLERCK#ABDEL_KADER_DIAGNE#LUCA_DINI#JUDITH_KLEIN#SVEN_SCHMEIER
A971007,Insights into the Dialogue Processing of VERBMOBIL,#JAN_ALEXANDERSSON#NORBERT_REITHINGER#ELISABETH_MAIER
A971008,An Evaluation of Strategies for Selective Utterance Verification for Spoken Natural Language Dialog,#RONNIE_W_SMITH
A971009,Name pronunciation in German text_to_speech synthesis,#STEFANIE_JANNEDY#BERND_MOBIUS
A971010,Applying Repair Processing in Chinese Homophone Disambiguation,#YUESHI_LEE#HSINHSI_CHEN
A971011,A non_projective dependency parser,#PASI_TAPANAINEN#TIMO_JARVINEN
A971012,INCREMENTAL FINITE_STATE PARSING,#SALAH_AITMOKHTAR#JEANPIERRE_CHANOD
A971013,Developing a hybrid NP parser,#ATRO_VOUTILAINEN#LLUIS_PADRO
A971014,An Annotation Scheme for Free Word Order Languages,#WOJCIECH_SKUT#BRIGITTE_KRENN#THORSTEN_BRANTS#HANS_USZKOREIT
A971015,The Domain Dependence of Parsing,#SATOSHI_SEKINE
A971016,Automatic Acquisition of Two_Level Morphological Rules,#PIETER_THERON#IAN_CLOETE
A971017,Probabilistic and Rule_Based Tagger of an Inflective Language_ a Comparison,#JAN_HAJIC#BARBORA_HLADKA
A971018,CSeg,#SUN_MAOSONG#SHEN_DAYANG#HUANG_CHANGNING
A971019,The NLP Role in Animated Conversation for CALL,#MICHAEL_SCHOELLES#HENRY_HAMBURGER
A971020,Reading more into Foreign Languages,#JOHN_NERBONNE#LAURI_KARTTUNEN#ELENA_PASKALEVA#GABOR_PROSZEKY#TIIT_ROOSMAA
A971021,Large_Scale Acquisition of LCS_Based Lexicons for Foreign Language Tutoring,#BONNIE_J_DORR
A971022,A Prototype of a Grammar Checker for Czech,#TOMAS_HOLAN#VLADISLAV_KUBON#MARTIN_PLATEK
A971023,Techniques for Accelerating a Grammar_Checker,#KAREL_OLIVA
A971024,EasyEnglish_ A Tool for Improving Document Quality,#ARENDSE_BERNTH
A971025,Contextual Spelling Correction Using Latent Semantic Analysis,#MICHAEL_P_JONES#JAMES_H__MARTIN
A971026,An Automatic Scoring System For Advanced Placement Biology Essays,#JILL_BURSTEIN#SUSANNE_WOLFF#CHI_LU#RANDY_M_KAPLAN
A971027,Dutch Sublanguage Semantic Tagging combined with Mark_Up Technology,#P_SPYNS#NT_NHAN#E_BAERT#N_SAGER#G_DE_MOOR
A971028,A Statistical Profile of the Named Entity Task,#DAVID_D_PALMER#DAVID_S_DAY
A971029,Nymble_ a High_Performance Learning Name_finder,#DANIEL_M_BIKEL#SCOTT_MILLER#RICHARD_SCHWARTZ#RALPH_WEISCHEDEL
A971030,Disambiguation of Proper Names in Text,#NINA_WACHOLDER#YAEL_RAVIN#MISOOK_CHOI
A971031,An Information Extraction Core System for Real World German Text Processing,#GUNTER_NEUMANN#ROLF_BACKOFEN#JUDITH_BAUR#MARKUS_BECKER#CHRISTIAN_BRAUN
A971032,Layout ,#MATTHEW_HURST#SHONA_DOUGLAS
A971033,Building a Generation Knowledge Source using Internet_Accessible Newswire,#DRAGOMIR_R_RADEV#KATHLEEN_R_MCKEOWN
A971034,Using SGML as a Basis for Data_Intensive NLP,#DAVID_MCKELVIE#CHRIS_BREW#HENRY_THOMPSON
A971035,Software Infrastructure for Natural Language Processing,#HAMISH_CUNNINGHAM#KEVIN_HUMPHREYS#ROBERT_GAIZAUSKAS#YORICK_WILKS
A971036,An Open Distributed Architecture for Reuse and Integration of Heterogeneous NLP Components,#REMI_ZAJAC#MARK_CASPER#NIGEL_SHARPLES
A971037,Customizable Descriptions of Object_Oriented Models,#BENOIT_LAVOIE#OWEN_RAMBOW#EHUD_REITER
A971038,CogentHelp_ NLG meets SE in a tool for authoring dynamically generated on_line help,#MICHAEL_WHITE#DAVID_E_CALDWELL
A971039,A Fast and Portable Realizer for Text Generation Systems,#BENOIT_LAVOIE#OWEN_RAINBOW
A971040,Multilingual Generation and Summarization of Job Adverts_ the TREE Project,#HAROLD_SOMERS#BILL_BLACK#JOAKIM_NIVRE#TORBJORN_LAGER#ANNAROSA_MULTARI#LUCA_GILARDONI#JEREMY_ELLMAN#ALEX_ROGERS
A971041,Language Generation for Multimedia Healthcare Briefings,#KATHLEEN_R_MCKEOWN#DESMOND_A_JORDAN#SHIMEI_PAN#JAMES_SHAW#BARRY_A_ALLEN
A971042,Identifying Topics by Position,#CHINYEW_LIN#EDUARD_HOVY
A971043,An Automatic Extraction o f Key Paragraphs Based on Context Dependency,#FUMIYO_FUKUMOTO#YOSHIMI_SUZUKIT#JUNICHI_FUKUMOTO
A971044,Building Effective Queries In Natural Language Information Retrieval,#TOMEK_STRZALKOWSKI#FANG_LIN#JOSE_PEREZCARBALLO#JIN_WANG
A971045,Construction and Visualization of Key Term Hierarchies,#JOE_ZHOU#TROY_TANNER
A971046,Fast Statistical Parsing of Noun Phrases for Document Indexing,#CHENGXIANG_ZHAI
A971047,An English to Turkish Machine Translation System Using Structural Mapping,#CIGDEM_KEYDER_TURHAN
A971048,An Interactive Translation Support Facility for Non_Professional Users,#KIYOSHI_YAMABANA#KAZUNORI_MURAKI#SHINICHIRO_KAMEI#KENJI_SATOH#SHINICHI_DOI#SHINKO_TAMURA
A971049,An Intelligent Multilingual Information Browsing and Retrieval System Using Information Extraction,#CHINATSU_AONE#NICHOLAS_CHAROCOPOS#JAMES_GORLINSKY
A971050,Semi_Automatic Acquisition of Domain_Specific Translation Lexicons,#PHILIP_RESNIK#I_DAN_MELAMED
A971051,Mixed_Initiative Development of Language Processing Systems,#DAVID_DAY#JOHN_ABERDEEN#LYNETTE_HIRSCHMAN#ROBYN_KOZIEROK#PATRICIA_ROBINSON#MARC_VILAIN
A971052,Automatic Extraction of Subcategorization from Corpora,#TED_BRISCOE#JOHN_CARROLL
A971053,Learning Probabilistic Subcategorization Preference by Identifying Case Dependencies and Optimal Noun Class Generalization Level,#TAKEHITO_UTSURO#YUJI_MATSUMOTO
A971054,A Workbench for Finding Structure in Texts,#ANDREI_MIKHEEV#STEVEN_FINCH
A971055,Automatic Selection of Class Labels from a Thesaurus for an Effective Semantic Tagging of Corpora_,#ALESSANDRO_CUCCHIARELLI#PAOLA_VELARDI
A971056,Sequential Model Selection for Word Sense Disambiguation,#TED_PEDERSEN#REBECCA_BRUCET#JANYCE_WIEBE
A972001,Syntactic Structures of Sentences from Large Corpora,#EMMANUEL_GIGUET#JACQUES_VERGNE
A972002,An Efficient Two Stage Approach to Robust Language Interpretation,#CAROLYN_PENSTEIN_ROSE
A972003,Automating NL Appointment Scheduling with COSMA,#STEPHAN_BUSEMANN
A972004,Duke_s Trainable Information and Meaning Extraction System _Duke TIMES_,#AMIT_BAGGA#JOYCE_YUE_CHAI
A972005,Dependency parser demo,#TIMO_JARVINEN#PASI_TAPANAINEN
A972006,An Improvement in the Selection Process of Machine Translation Using Inductive Learning with Genetic Algorithms,#HIROSHI_ECHIZENYA#KENJI_ARAKI#YOSHIKAZU_MIYANAGA#KOJI_TOCHINAI
A972007,CIRCSIM_Tutor_ An Intelligent Tutoring System Using Natural Language Dialogue,#MARTHA_W_EVENS#RUCHARN_CHANG#YOON_HEE_LEE#LEEM_SEOP_SHIM#CHONG_WOO_WOO#YUEMEI_ZBANG
A972008,NetOwl_TM_ Server,#ISOQUEST_INC
A972010,A Broad_Coverage Word Sense Tagger,#DEKANG_LIN
A972011,Microsoft Natural Language Understanding System and Grammar Checker,#STEVE_RICHARDSON
A972012,Two Multimodal Interfaces to Military Simulations,#KENNETH_WAUCHOPE
A972013,EAGLE_ An Extensible Architecture for General Linguistic Engineering,#BRECK_BALDWIN#CHRISTINE_DORAN#JEFFREY_C_REYNAR#MICHAEL_NIV#B_SRINIVAS
A972014,An English Grammar Checker as a Writing Aid for Students o f English as a Second Language,#JONG_C_PARK#MARTHA_PALMER#CLAY_WASHBURN
A972015,CATMORF_ Multi two_level steps for Catalan morphology,#TONI_BADIA#ANGELS_EGEA#ANTONI_TUELLS
A972016,Software for Annotating Argument Structure,#WOJCIECH_SKUT#BRIGITTE_KRENN#THORSTEN_BRANTS#HANS_USZKOREIT
A972017,GATE _ a General Architecture for Text Engineering,#HAMISH_CUNNINGHAM#KEVIN_HUMPHREYS#ROBERT_GAIZAUSKAS#YORICK_WILKS
A972018,Multilingual NameTag_TM_ Multilingual Internet Surveillance System Multimedia Fusion System,#SRA_INTERNATIONAL
A972019,NL Assistant_ A Toolkit for Developing Natural Language_ Applications,#DEBORAH_A_DAHL#LEWIS_M_NORTON#AHMED_BOUZID#LI_LI
A972020,Using BBN VALAD_ Speech at the Logistics Anchor Desk,#MADELINE_BATES#RUSTY_BOBROW
A972021,A Spoken Language Interface to a Virtual Reality System _Video_,#STEPHANIE_S_EVERETT#KENNETH_WAUCHOPE#MANUEL_A_PFIREZ
C021001,Disambiguation of Finite_State Transducers,#N_SMAILI#P_CARDINAL#G_BOULIANNE#P_DUMOUCHEL
C021002,A Cheap and Fast Way to Build Useful Translation Lexicons,#DAN_TUFIS
C021003,Learning Chinese Bracketing Knowledge Based on a Bilingual Language Model,#YAJUAN_L_#SHENG_LI#TIEJUN_ZHAO#MUYUN_YANG
C021004,Combining Unsupervised and Supervised Methods for PP Attachment Disambiguation,#MARTIN_VOLK
C021005,Fluency and Completeness in Instance_based Natural Language Generation,#SEBASTIAN_VARGES
C021006,NLP and IR Approaches to Monolingual and Multilingual Link Detection,#YINGJU_CHEN#HSINHSI_CHEN
C021007,The Computation of Word Associations_ Comparing Syntagmatic and Paradigmatic Approaches,#REINHARD_RAPP
C021008,A Transitive Model for Extracting Translation Equivalents of Web Queries through Anchor Text Mining,#WENHSIANG_LU#LEEFENG_CHIEN#HSIJIAN_LEE
C021009,A Robust Cross_Style Bilingual Sentences Alignment Model,#TZLIANG_KUENG#KEHYIH_SU
C021010,Structure Alignment Using Bilingual Chunking,#WEI_WANG#MING_ZHOU#JINXIA_HUANG#CHANGNING_HUANG
C021011,Base Noun Phrase Translation Using Web Data and the EM Algorithm,#YUNBO_CAO#HANG_LI
C021012,Chinese Named Entity Identification Using Class_based Language Model,#JIAN_SUN#JIANFENG_GAO#LEI_ZHANG#MING_ZHOU#CHANGNING_HUANG
C021013,High Precision Extraction of Grammatical Relations,#JOHN_CARROLL#TED_BRISCOE
C021014,Semiautomatic Labelling of Semantic Features,#ARANTZA_D_AZ_DE_ILARRAZA#AINGERU_MAYOR#KEPA_SARASOLA
C021015,A Corpus_based Analysis for the Ordering of Clause Aggregation Operators,#JAMES_SHAW
C021016,Determining Recurrent Sound Correspondences by Inducing Translation Models,#GRZEGORZ_KONDRAK
C021017,Corpus_based Generation of Numeral Classifier using Phrase Alignment,#MICHAEL_PAUL#EIICHIRO_SUMITA#SEIICHI_YAMAMOTO
C021018,Information Gain Ratio as Term Weight_ The case of Summarization of IR Results,#TATSUNORI_MORI
C021019,The Grammatical Function Analysis between Korean Adnoun Clause and Noun Phrase by Using Support Vector Machines,#SONGWOOK_LEE#TAEYEOUB_JANG#JUNGYUN_SEO
C021020,Extracting Word Sequence Correspondences with Support Vector Machines,#KENGO_SATO#HIROAKI_SAITO
C021021,_Semi__Automatic Detection of Errors in PoS_Tagged Corpora,#PAVEL_KV_TO_#KAREL_OLIVA
C021022,Varying Cardinality in Metonymic Extensions to Nouns,#HELMUT_HORACEK_
C021023,A Chart_Parsing Algorithm for Efficient Semantic Analysis,#PASCAL_VAILLANT
C021024,Interleaved Semantic Interpretation in Environment_based Parsing,#WILLIAM_SCHULER
C021025,Named Entity Recognition_ A Maximum Entropy Approach Using Global Information,#HAI_LEONG_CHIEU#HWEE_TOU_NG
C021026,The Effectiveness of Dictionary and Web_Based Answer Reranking,#CHINYEW_LIN
C021027,Shallow Language Processing Architecture for Bulgarian,#HRISTO_TANEV#RUSLAN_MITKOV
C021028,Parsing Mildly Context_Sensitive Languages with Thread Automata,#_RIC_VILLEMONTE_DE_LA_CLERGERIE
C021029,A Generative Probability Model for Unification_Based Grammars,#HELMUT_SCHMID
C021030,The Simple Core and the Complex Periphery of Natural Language _ a Formal and a Computational View,#PETR_SGALL#ALENA_B_HMOV__
C021031,The Chinese Aspect System and its Semantic Interpretation,#GUOWEN_YANG#JOHN_A_BATEMAN
C021032,Improving Alignment Quality in Statistical Machine Translation Using Context_dependent Maximum Entropy Models,#ISMAEL_GARC_A_VAREA#FRANZ_J_OCH#HERMANN_NEY#FRANCISCO_CASACUBERTA
C021033,Using Collocations for Topic Segmentation and Link Detection,#OLIVIER_FERRET
C021034,_A Quantitative Model of Word Order and Movement in English_ Dutch and German Complement Constructions_,#KARIN_HARBUSCH#GERARD_KEMPEN
C021035,Semantics_based Representation for Multimodal Interpretation in Conversational Systems,#JOYCE__CHAI
C021036,Extraposition_ A Case Study in German Sentence Realization,#MICHAEL_GAMON#ERIC_RINGGER#ZHU_ZHANG#ROBERT_MOORE#SIMON_CORSTONOLIVER
C021037,Rule Merging in a Rule_Based Arabic Stemmer,#IBRAHIM_A_AL_KHARASHI#IMAD_A_AL_SUGHAIYER
C021038,Augmenting Noun Taxonomies by Combining Lexical Similarity Metrics,#MARK_STEVENSON
C021039,Instance Based Learning with Automatic Feature Selection Applied to Word Sense Disambiguation,#RADA_MIHALCEA_
C021040,Learning Verb Argument Structure from Minimally Annotated Corpora,#ANOOP_SARKAR#WOOTTIPORN_TRIPASAI
C021041,Automatic Semantic Grouping in a Spoken Language User Interface Toolkit,#HASSAN_ALAM#HUA_CHENG#RACHMAT_HARTONO#AMAN_KUMAR#PAUL_LLIDO#CRYSTAL_NAKATSU#HUY_NGUYEN#FUAD_RAHMAN#YULIYA_TARNIKOVA#TIMOTIUS_TJAHJADI#CHE_WILCOX
C021042,Using Knowledge to Facilitate Factoid Answer Pinpointing,#EDUARD_HOVY#ULF_HERMJAKOB#CHINYEW_LIN#DEEPAK_RAVICHANDRAN
C021043,Computation of Modifier Scope in NP by a Language_neutral Method,#RICHARD_CAMPBELL
C021044,Considerations of Linking WordNet with MRD,#CHANGHUA_YANG#SUE_J_KER
C021045,A Method of Cluster_Based Indexing of Textual Data,#AKIKO_AIZAWA_
C021046,Translation Selection through Source Word Sense Disambiguation and Target Word Selection,#HYUN_AH_LEE#GIL_CHANG_KIM
C021047,_Towards a Noise_Tolerant_ Representation_Independent Mechanism for Argument Interpretation_,#INGRID_ZUKERMAN#SARAH_GEORGE
C021048,Answering it with Charts_ Dialogue in Natural Language and Charts,#TSUNEAKI_KATO#MITSUNORI_MATSUSHITA#EISAKU_MAEDA
C021049,Unknown Word Extraction for Chinese Documents,#KEHJIANN_CHEN#WEIYUN_MA
C021050,Bidirectional Decoding for Statistical Machine Translation,#TARO_WATANABE#EIICHIRO_SUMITA
C021051,Automatic Linguistic Analysis for Language Teachers_ The Case of Zeros,#MITSUKO_YAMURATAKEI#MIHO_FUJIWARA#MAKOTO_YOSHIE#TERUAKI_AIZAWA
C021052,Using an Ontology to Determine English Countability,#FRANCIS_BOND#CAITLIN_VATIKIOTISBATESON
C021053,Extracting Important Sentences with Support Vector Machines,#TSUTOMU_HIRAO#HIDEKI_ISOZAKI#EISAKU_MAEDA#YUJI_MATSUMOTO
C021054,Efficient Support Vector Classifiers for Named Entity Recognition,#HIDEKI_ISOZAKI#HIDETO_KAZAWA
C021055,Covering Ambiguity Resolution in Chinese Word Segmentation Based on Contextual Information,#XIAO_LUO#MAOSONG_SUN#BENJAMIN_K_TSOU
C021056,Paraphrasing of Chinese Utterances,#YUJIE_ZHANG#KAZUHIDE_YAMAMOTO
C021057,An Automatic Evaluation Method for Localization Oriented Lexicalised EBMT System,#JIANMIN_YAO#MING_ZHOU#TIEJUN_ZHAO#HAO_YU#SHENG_LI
C021058,Unsupervised Word Sense Disambiguation Using Bilingual Comparable Corpora,#HIROYUKI_KAJI#YASUTSUGU_MORIMOTO
C021059,Processing Japanese Self_correction in Speech Dialog Systems,#KOTARO_FUNAKOSHI#TAKENOBU_TOKUNAGA#HOZUMI_TANAKA
C021060,Self_Organizing Chinese and Japanese Semantic Maps,#QING_MA#MIN_ZHANG#MASAKI_MURATA#MING_ZHOU#HITOSHI_ISAHARA
C021061,Antonymy and Conceptual Vectors,#DIDIER_SCHWAB#MATHIEU_LAFOURCADE_#VIOLAINE_PRINCE_
C021062,Inferring Knowledge from a Large Semantic Network,#DOMINIQUE_DUTOIT#THIERRY_POIBEAU
C021063,Hierarchical Orderings of Textual Units,#ALEXANDER_MEHLER
C021064,Text Generation from Keywords,#KIYOTAKA_UCHIMOTO#SATOSHI_SEKINE#HITOSHI_ISAHARA
C021065,Measuring the Similarity between Compound Nouns in Different Languages Using Non_Parallel Corpora,#TAKAAKI_TANAKA
C021066,Guaranteeing Parsing Termination of Unification Grammars,#EFRAT_JAEGER#NISSIM_FRANCEZ#SHULY_WINTNER
C021067,An Inference_based Approach to Dialogue System Design,#JOHAN_BOS#TETSUSHI_OKA
C021068,Learning Grammars for Different Parsing Tasks by Partition Search,#ANJA_BELZ
C021069,Effective Structural Inference for Large XML Documents,#JASON_SANKEY#RAYMOND_K_WONG
C021070,Inducing Information Extraction Systems for New Languages via Cross_language Projection,#ELLEN_RILOFF#CHARLES_SCHAFER#DAVID_YAROWSKY
C021071,Integrating Shallow Linguistic Processing into a Unification_based Spanish Grammar,#MONTSERRAT_MARIMON
C021072,A Comparative Evaluation of Data_driven Models in Translation Selection of Machine Translation,#YUSEOP_KIM#JEONGHO_CHANG#BYOUNGTAK_ZHANG
C021073,Meta_evaluation of Summaries in a Cross_lingual Environment using Content_based Metrics,#HORACIO_SAGGION#DRAGOMIR_RADEV#_SIMONE_TEUFEL#WAI_LAM
C021074,Text Categorization using Feature Projections,#YOUNGJOONG_KO#JUNGYUN_SEO
C021075,A Novel Disambiguation Method for Unification_Based Grammars Using Probabilistic Context_Free Approximations,#BERND_KIEFER_#HANSULRICH_KRIEGER#DETLEF_PRESCHER
C021076,Using Language and Translation Models to Select the Best among Outputs from Multiple MT Systems,#YASUHIRO_AKIBA#TARO_WATANABE#EIICHIRO_SUMITA
C021077,Improved Iterative Scaling Can Yield Multiple Globally Optimal Models with Radically Differing Performance Levels,#IAIN_BANCARZ#MILES_OSBORNE
C021078,A Probabilistic Method for Analyzing Japanese Anaphora Integrating Zero Pronoun Detection and Resolution,#KAZUHIRO_SEKI#ATSUSHI_FUJII#TETSUYA_ISHIKAWA
C021079,Best Analysis Selection in Inflectional Languages,#ALE__HOR_K#PAVEL_SMR_
C021080,An Agent_based Approach to Chinese Named Entity Recognition,#SHIREN_YE#TATSENG_CHUA#LIU_JIMIN
C021081,Data_driven Classification of Linguistic Styles in Spoken Dialogues,#THOMAS_PORTELE
C021082,Topic Detection Based on Dialogue History,#TAKAYUKI_NAKATA#SHINICHI_ANDO#AKITOSHI_OKUMURA
C021083,A Methodology for Terminology_based Knowledge Acquisition and Integration,#HIDEKI_MIMA#SOPHIA_ANANIADOU#GORAN_NENADIC#JUNICHI_TSUJII
C021084,____,#YOJI_KIYOTA#SADAO_KUROHASHI#FUYUKO_KIDO
